Basic_Density	Proline_Density	Net_Charge_Density	Rare_Codon_Density	Hydrophobicity	Poly_Basic	Poly_Pro	Poly_Gly	DiPeptide_Slow	Group
0.1956521739130435	0.08695652173913043	0.17391304347826086	0.06521739130434782	-0.3500000000000001	0	0	0	1	UFM1_dependent
0.12380952380952381	0.10476190476190476	0.08571428571428572	0.009523809523809525	-0.5999999999999999	0	0	1	1	UFM1_dependent
0.15846994535519127	0.0546448087431694	0.08196721311475409	0.02185792349726776	0.010382513661201848	1	0	0	1	UFM1_dependent
0.10975609756097561	0.024390243902439025	0.07317073170731707	0.012195121951219513	0.5512195121951218	0	0	0	0	UFM1_dependent
0.13716814159292035	0.03392330383480826	0.08997050147492626	0.007374631268436578	0.03067846607669615	1	0	0	1	UFM1_dependent
0.06557377049180328	0.13114754098360656	0.03278688524590164	0.0	-0.13606557377049183	0	0	0	1	UFM1_dependent
0.0915032679738562	0.058823529411764705	0.06535947712418301	0.0784313725490196	0.4653594771241826	0	0	0	1	UFM1_dependent
0.037037037037037035	0.0	-0.037037037037037035	0.0	0.8296296296296296	0	0	0	0	UFM1_dependent
0.09561752988047809	0.13147410358565736	0.043824701195219126	0.025896414342629483	-0.19780876494023908	0	0	0	1	UFM1_dependent
0.14285714285714285	0.07142857142857142	0.10714285714285714	0.0	-0.6142857142857141	0	0	0	0	UFM1_dependent
0.18518518518518517	0.12962962962962962	0.09259259259259259	0.018518518518518517	-1.0796296296296295	0	0	0	1	UFM1_dependent
0.07103321033210332	0.08302583025830258	0.008302583025830259	0.00922509225092251	0.15452029520295218	0	0	0	1	UFM1_dependent
0.0958904109589041	0.0410958904109589	0.0502283105022831	0.0091324200913242	0.2849315068493149	0	0	0	1	UFM1_dependent
0.11267605633802817	0.11267605633802817	0.04225352112676056	0.014084507042253521	-0.2253521126760564	0	0	0	1	UFM1_dependent
0.1296641791044776	0.027052238805970148	0.07462686567164178	0.007462686567164179	-0.03955223880597058	1	0	0	1	UFM1_dependent
0.08875739644970414	0.04240631163708087	0.04043392504930966	0.005917159763313609	0.3126232741617369	0	0	0	1	UFM1_dependent
0.09117647058823529	0.03823529411764706	0.05	0.0014705882352941176	0.6052941176470603	0	0	0	1	UFM1_dependent
0.07142857142857142	0.14285714285714285	0.03571428571428571	0.03571428571428571	0.2785714285714285	0	0	0	1	UFM1_dependent
0.11158798283261803	0.04291845493562232	0.060085836909871244	0.008583690987124463	0.017167381974248993	0	0	0	1	UFM1_dependent
0.12244897959183673	0.04081632653061224	0.08163265306122448	0.02040816326530612	-5.437827059388522e-17	0	0	0	0	UFM1_dependent
0.13636363636363635	0.022727272727272728	0.09090909090909091	0.0	-0.14318181818181813	0	0	0	0	UFM1_dependent
0.07523510971786834	0.07836990595611286	0.02821316614420063	0.006269592476489028	0.4119122257053288	0	0	0	1	UFM1_dependent
0.07397959183673469	0.11989795918367346	0.025510204081632654	0.012755102040816327	-0.029591836734693917	0	0	0	1	UFM1_dependent
0.15151515151515152	0.15151515151515152	0.06060606060606061	0.030303030303030304	-0.6545454545454547	0	0	1	1	UFM1_dependent
0.0893854748603352	0.09497206703910614	0.027932960893854747	0.00558659217877095	-0.13631284916201108	0	0	0	1	UFM1_dependent
0.11224489795918367	0.048104956268221574	0.04664723032069971	0.011661807580174927	-0.28513119533527675	0	0	1	1	UFM1_dependent
0.10275689223057644	0.05263157894736842	0.03508771929824561	0.010025062656641603	0.050375939849624116	0	0	0	1	UFM1_dependent
0.0729483282674772	0.12158054711246201	0.0425531914893617	0.00911854103343465	0.058662613981762826	0	0	0	1	UFM1_dependent
0.10697115384615384	0.042067307692307696	0.06490384615384616	0.003605769230769231	0.334735576923077	1	0	0	1	UFM1_dependent
0.12365591397849462	0.016129032258064516	0.08602150537634409	0.0	0.5569892473118276	0	0	0	0	UFM1_dependent
0.1111111111111111	0.08888888888888889	0.05555555555555555	0.0	-0.27777777777777773	0	0	0	1	UFM1_dependent
0.11587982832618025	0.10300429184549356	0.0815450643776824	0.02145922746781116	-0.16137339055793998	0	0	0	1	UFM1_independent
