Accession_clean	logFC_col	P_col	logFC_ufm1	P_ufm1	Col0_state	ufm1_state	Dep_Accumulation	Dep_Depletion	external_name	description
AT4G39890	0	1	0	1	NS	NS	FALSE	FALSE	AtRABH1c	NA
AT4G39890	0	1	0	1	NS	NS	FALSE	FALSE	RABH1c	NA
AT4G22220	0	1	0	1	NS	NS	FALSE	FALSE	ATISU1	Encodes a mitochondrial protein similar to E.coli IscU.  In bacteria, IscU is a scaffold protein accepting sulfur and iron to build a transient Fe-S cluster,which is subsequently transferred to a target apoprotein.
AT4G22220	0	1	0	1	NS	NS	FALSE	FALSE	ISU1	Encodes a mitochondrial protein similar to E.coli IscU.  In bacteria, IscU is a scaffold protein accepting sulfur and iron to build a transient Fe-S cluster,which is subsequently transferred to a target apoprotein.
AT3G48720	0	1	0	1	NS	NS	FALSE	FALSE	DCF	NA
AT5G17620	0	1	0	1	NS	NS	FALSE	FALSE	AUG7	NA
AT2G40570	0	1	0	1	NS	NS	FALSE	FALSE	NA	NA
AT2G36390	0	1	0	1	NS	NS	FALSE	FALSE	BE3	Encodes a starch branching enzyme (EC.2.4.1.18) similar to SBE2 from maize and rice. Expressed throughout plant tissues.
AT2G36390	0	1	0	1	NS	NS	FALSE	FALSE	SBE2.1	Encodes a starch branching enzyme (EC.2.4.1.18) similar to SBE2 from maize and rice. Expressed throughout plant tissues.
AT3G19480	0	1	0	1	NS	NS	FALSE	FALSE	3-PGDH	NA
AT3G19480	0	1	0	1	NS	NS	FALSE	FALSE	PGDH3	NA
AT3G52640	0	1	0	1	NS	NS	FALSE	FALSE	NCT	NA
AT5G06440	0	1	0	1	NS	NS	FALSE	FALSE	NA	NA
AT4G19640	0	1	0	1	NS	NS	FALSE	FALSE	ARA-7	Encodes Ara7.
AT4G19640	0	1	0	1	NS	NS	FALSE	FALSE	ARA7	Encodes Ara7.
AT4G19640	0	1	0	1	NS	NS	FALSE	FALSE	atARA7	Encodes Ara7.
AT4G19640	0	1	0	1	NS	NS	FALSE	FALSE	ATRAB-F2B	Encodes Ara7.
AT4G19640	0	1	0	1	NS	NS	FALSE	FALSE	ATRAB5B	Encodes Ara7.
AT4G19640	0	1	0	1	NS	NS	FALSE	FALSE	ATRABF2B	Encodes Ara7.
AT4G19640	0	1	0	1	NS	NS	FALSE	FALSE	RAB-F2B	Encodes Ara7.
AT4G19640	0	1	0	1	NS	NS	FALSE	FALSE	RABF2B	Encodes Ara7.
AT3G17130	0	1	0	1	NS	NS	FALSE	FALSE	PMEI8	NA
AT3G21340	0	1	0	1	NS	NS	FALSE	FALSE	NA	NA
AT1G14540	0	1	0	1	NS	NS	FALSE	FALSE	PER4	NA
AT1G14540	0	1	0	1	NS	NS	FALSE	FALSE	PRX4	NA
AT1G09520	0	1	0	1	NS	NS	FALSE	FALSE	NA	NA
AT3G10250	0	1	0	1	NS	NS	FALSE	FALSE	NA	NA
AT2G22690	0	1	0	1	NS	NS	FALSE	FALSE	NA	NA
AT1G14370	0	1	0	1	NS	NS	FALSE	FALSE	APK2A	Encodes protein kinase APK2a.
AT1G14370	0	1	0	1	NS	NS	FALSE	FALSE	Kin1	Encodes protein kinase APK2a.
AT1G14370	0	1	0	1	NS	NS	FALSE	FALSE	PBL2	Encodes protein kinase APK2a.
AT2G22560	0	1	0	1	NS	NS	FALSE	FALSE	NET2D	NA
AT4G12830	0	1	0	1	NS	NS	FALSE	FALSE	NA	NA
AT5G16790	0	1	0	1	NS	NS	FALSE	FALSE	AtTHO7	Encodes a component of the putative Arabidopsis THO/TREX complex: THO1 or HPR1 (At5g09860), THO2 (At1g24706), THO3 or TEX1 (At5g56130), THO5 (At5g42920, At1g45233), THO6 (At2g19430), and THO7 (At5g16790, At3g02950). THO/TREX complexes in animals have been implicated in the transport of mRNA precursors.  Mutants of THO3/TEX1, THO1, THO6 accumulate reduced amount of small interfering (si)RNA, suggesting a role of the putative Arabidopsis THO/TREX in siRNA biosynthesis.
AT5G16790	0	1	0	1	NS	NS	FALSE	FALSE	THO7	Encodes a component of the putative Arabidopsis THO/TREX complex: THO1 or HPR1 (At5g09860), THO2 (At1g24706), THO3 or TEX1 (At5g56130), THO5 (At5g42920, At1g45233), THO6 (At2g19430), and THO7 (At5g16790, At3g02950). THO/TREX complexes in animals have been implicated in the transport of mRNA precursors.  Mutants of THO3/TEX1, THO1, THO6 accumulate reduced amount of small interfering (si)RNA, suggesting a role of the putative Arabidopsis THO/TREX in siRNA biosynthesis.
AT3G15060	0	1	0	1	NS	NS	FALSE	FALSE	AtRABA1g	NA
AT3G15060	0	1	0	1	NS	NS	FALSE	FALSE	RABA1g	NA
AT2G42800	0	1	0	1	NS	NS	FALSE	FALSE	AtRLP29	NA
AT2G42800	0	1	0	1	NS	NS	FALSE	FALSE	RLP29	NA
AT1G09940	0	1	0	1	NS	NS	FALSE	FALSE	HEMA2	Encodes glutamyl-tRNA reductase. Involved in heme biosynthesis in non-photosynthetic tissues and induced by oxidative stress in photosynthetic tissues to supply heme for defensive hemoproteins
AT5G62680	0	1	0	1	NS	NS	FALSE	FALSE	AtNPF2.11	NA
AT5G62680	0	1	0	1	NS	NS	FALSE	FALSE	GTR2	NA
AT5G62680	0	1	0	1	NS	NS	FALSE	FALSE	NPF2.11	NA
AT1G77460	0	1	0	1	NS	NS	FALSE	FALSE	CSI3	NA
AT4G14570	0	1	0	1	NS	NS	FALSE	FALSE	AARE	NA
AT4G14570	0	1	0	1	NS	NS	FALSE	FALSE	AtAARE	NA
AT5G22960	0	1	0	1	NS	NS	FALSE	FALSE	NA	NA
AT4G30490	0	1	0	1	NS	NS	FALSE	FALSE	NA	NA
AT1G22740	0	1	0	1	NS	NS	FALSE	FALSE	ATRABG3B	GTP-binding protein Rab7
AT1G22740	0	1	0	1	NS	NS	FALSE	FALSE	RAB7	GTP-binding protein Rab7
AT1G22740	0	1	0	1	NS	NS	FALSE	FALSE	RAB75	GTP-binding protein Rab7
AT1G22740	0	1	0	1	NS	NS	FALSE	FALSE	RABG3B	GTP-binding protein Rab7
AT4G15110	0	1	0	1	NS	NS	FALSE	FALSE	CYP97B3	member of CYP97B
AT4G28000	0	1	0	1	NS	NS	FALSE	FALSE	NA	NA
AT5G26940	0	1	0	1	NS	NS	FALSE	FALSE	DPD1	NA
AT1G31180	0	1	0	1	NS	NS	FALSE	FALSE	ATIMD3	The AtIMD3 is one out of 3 genes encoding the enzyme 3-isopropylmalate dehydrogenase involved in leucine biosynthesis in Arabidopsis. Its subcellular location has been targeted to plastids.
AT1G31180	0	1	0	1	NS	NS	FALSE	FALSE	IMD3	The AtIMD3 is one out of 3 genes encoding the enzyme 3-isopropylmalate dehydrogenase involved in leucine biosynthesis in Arabidopsis. Its subcellular location has been targeted to plastids.
AT1G31180	0	1	0	1	NS	NS	FALSE	FALSE	IMDH3	The AtIMD3 is one out of 3 genes encoding the enzyme 3-isopropylmalate dehydrogenase involved in leucine biosynthesis in Arabidopsis. Its subcellular location has been targeted to plastids.
AT1G31180	0	1	0	1	NS	NS	FALSE	FALSE	IPMDH1	The AtIMD3 is one out of 3 genes encoding the enzyme 3-isopropylmalate dehydrogenase involved in leucine biosynthesis in Arabidopsis. Its subcellular location has been targeted to plastids.
AT1G36180	0	1	0	1	NS	NS	FALSE	FALSE	ACC2	acetyl-CoA carboxylase 2 (ACC2)
AT2G38230	0	1	0	1	NS	NS	FALSE	FALSE	ATPDX1.1	Encodes a protein predicted to function in tandem with PDX2 to form glutamine amidotransferase complex with involved in vitamin B6 biosynthesis.
AT2G38230	0	1	0	1	NS	NS	FALSE	FALSE	PDX1.1	Encodes a protein predicted to function in tandem with PDX2 to form glutamine amidotransferase complex with involved in vitamin B6 biosynthesis.
AT3G14172	0	1	0	1	NS	NS	FALSE	FALSE	NA	NA
AT3G62110	0	1	0	1	NS	NS	FALSE	FALSE	PGF10	NA
AT3G62110	0	1	0	1	NS	NS	FALSE	FALSE	PLY	NA
AT3G22370	0	1	0	1	NS	NS	FALSE	FALSE	AOX1A	Encodes AOX1a, an isoform of alternative oxidase that is expressed in rosettes, flowers, and root. The alternative oxidase of plant mitochondria transfers electrons from the ubiquinone pool to oxygen without energy conservations.  It is regulated through transcriptional control and by pyruvate.  Plays a role in shoot acclimation to low temperature.  Also is capable of ameliorating reactive oxygen species production when the cytochrome pathway is inhibited.  AOX1a also functions as a marker for mitochondrial retrograde response.
AT3G22370	0	1	0	1	NS	NS	FALSE	FALSE	ATAOX1A	Encodes AOX1a, an isoform of alternative oxidase that is expressed in rosettes, flowers, and root. The alternative oxidase of plant mitochondria transfers electrons from the ubiquinone pool to oxygen without energy conservations.  It is regulated through transcriptional control and by pyruvate.  Plays a role in shoot acclimation to low temperature.  Also is capable of ameliorating reactive oxygen species production when the cytochrome pathway is inhibited.  AOX1a also functions as a marker for mitochondrial retrograde response.
AT3G22370	0	1	0	1	NS	NS	FALSE	FALSE	AtHSR3	Encodes AOX1a, an isoform of alternative oxidase that is expressed in rosettes, flowers, and root. The alternative oxidase of plant mitochondria transfers electrons from the ubiquinone pool to oxygen without energy conservations.  It is regulated through transcriptional control and by pyruvate.  Plays a role in shoot acclimation to low temperature.  Also is capable of ameliorating reactive oxygen species production when the cytochrome pathway is inhibited.  AOX1a also functions as a marker for mitochondrial retrograde response.
AT3G22370	0	1	0	1	NS	NS	FALSE	FALSE	HSR3	Encodes AOX1a, an isoform of alternative oxidase that is expressed in rosettes, flowers, and root. The alternative oxidase of plant mitochondria transfers electrons from the ubiquinone pool to oxygen without energy conservations.  It is regulated through transcriptional control and by pyruvate.  Plays a role in shoot acclimation to low temperature.  Also is capable of ameliorating reactive oxygen species production when the cytochrome pathway is inhibited.  AOX1a also functions as a marker for mitochondrial retrograde response.
AT1G16690	0	1	0	1	NS	NS	FALSE	FALSE	EPL1A	NA
AT3G11500	0	1	0	1	NS	NS	FALSE	FALSE	SmGb	NA
AT2G22475	0	1	0	1	NS	NS	FALSE	FALSE	GEM	Encodes GL2-expression modulator (GEM).  Involved in the spatial control of cell division, patterning and differentiation of Arabidopsis root epidermal cells.  GEM interacts with CDT1, a DNA replication protein and TTG1 (TRANSPARENT TESTA GLABRA1), a WD40-repeat protein involved in GL2-dependent cell fate decision.  GEM seems to participate in the maintenance of a repressor histone H3 epigenetics status of the GL2 and CPC (CAPRICE) promoters.
AT4G00390	0	1	0	1	NS	NS	FALSE	FALSE	NA	NA
AT1G35710	0	1	0	1	NS	NS	FALSE	FALSE	NA	NA
AT1G79380	0	1	0	1	NS	NS	FALSE	FALSE	RGLG4	NA
AT1G48490	0	1	0	1	NS	NS	FALSE	FALSE	IRE3	NA
AT1G70550	0	1	0	1	NS	NS	FALSE	FALSE	NA	NA
AT2G33835	0	1	0	1	NS	NS	FALSE	FALSE	AtC3H27	Encodes a zinc finger domain  containing protein that is expressed in the shoot/root apex and vasculature, and acts with FRI to repress flowering.FES1 mutants in a Col(FRI+) background will flower early under inductive conditions.
AT2G33835	0	1	0	1	NS	NS	FALSE	FALSE	FES1	Encodes a zinc finger domain  containing protein that is expressed in the shoot/root apex and vasculature, and acts with FRI to repress flowering.FES1 mutants in a Col(FRI+) background will flower early under inductive conditions.
AT4G09750	0	1	0	1	NS	NS	FALSE	FALSE	NA	NA
AT2G26920	0	1	0	1	NS	NS	FALSE	FALSE	NA	NA
AT2G18450	0	1	0	1	NS	NS	FALSE	FALSE	SDH1-2	Nuclear encoded mitochondrial flavoprotein subunit of succinate dehydrogenase complex .
AT3G15290	0	1	0	1	NS	NS	FALSE	FALSE	NA	NA
AT1G79270	0	1	0	1	NS	NS	FALSE	FALSE	ECT8	NA
AT3G44820	0	1	0	1	NS	NS	FALSE	FALSE	NA	NA
AT5G59540	0	1	0	1	NS	NS	FALSE	FALSE	NA	NA
AT5G22510	0	1	0	1	NS	NS	FALSE	FALSE	A/N-InvE	Encodes a chloroplast-targeted alkaline/neutral invertase that is implicated in the development of the photosynthetic apparatus and nitrogen assimilation in seedlings to control the sucrose to hexose ratio.
AT5G22510	0	1	0	1	NS	NS	FALSE	FALSE	At-A/N-InvE	Encodes a chloroplast-targeted alkaline/neutral invertase that is implicated in the development of the photosynthetic apparatus and nitrogen assimilation in seedlings to control the sucrose to hexose ratio.
AT5G22510	0	1	0	1	NS	NS	FALSE	FALSE	INV-E	Encodes a chloroplast-targeted alkaline/neutral invertase that is implicated in the development of the photosynthetic apparatus and nitrogen assimilation in seedlings to control the sucrose to hexose ratio.
AT2G16405	0	1	0	1	NS	NS	FALSE	FALSE	NA	NA
AT5G22450	0	1	0	1	NS	NS	FALSE	FALSE	SCS1	NA
AT4G31170	0	1	0	1	NS	NS	FALSE	FALSE	RAF28	NA
AT1G31710	0	1	0	1	NS	NS	FALSE	FALSE	CuAOalpha3	NA
AT2G47130	0	1	0	1	NS	NS	FALSE	FALSE	AtSDR3	NA
AT2G47130	0	1	0	1	NS	NS	FALSE	FALSE	SDR3	NA
AT4G36610	0	1	0	1	NS	NS	FALSE	FALSE	NA	NA
AT2G27880	0	1	0	1	NS	NS	FALSE	FALSE	AGO5	NA
AT2G27880	0	1	0	1	NS	NS	FALSE	FALSE	AtAGO5	NA
AT5G20000	0	1	0	1	NS	NS	FALSE	FALSE	NA	NA
AT5G22210	0	1	0	1	NS	NS	FALSE	FALSE	NA	NA
AT3G27260	0	1	0	1	NS	NS	FALSE	FALSE	GTE8	Kinase like protein with similarity to yeast BDF1 and human RING3 protein, which have two bromodomains GTE8 has a single bromodomain
AT2G46620	0	1	0	1	NS	NS	FALSE	FALSE	NA	NA
AT4G39210	0	1	0	1	NS	NS	FALSE	FALSE	APL3	Encodes the large subunit of ADP-Glucose Pyrophosphorylase which catalyzes the first, rate limiting step in starch biosynthesis. The large subunit plays a regulatory role whereas the small subunit (ApS) is the catalytic isoform. Four isoforms (ApL1-4) have been identified. ApL3 is the major large subunit isoform present in inflorescences, fruits and roots.
AT5G04120	0	1	0	1	NS	NS	FALSE	FALSE	NA	NA
AT1G30300	0	1	0	1	NS	NS	FALSE	FALSE	DIP1	NA
AT4G17640	0	1	0	1	NS	NS	FALSE	FALSE	CKB2	Encodes casein kinase II beta (regulatory) subunit.
AT1G71710	0	1	0	1	NS	NS	FALSE	FALSE	NA	NA
AT5G11340	0	1	0	1	NS	NS	FALSE	FALSE	NAA50	NA
AT1G18690	0	1	0	1	NS	NS	FALSE	FALSE	XXT4	NA
AT4G11830	0	1	0	1	NS	NS	FALSE	FALSE	PLDGAMMA2	Encodes one of three phospholipase D enzymes of the gamma class.
AT5G51040	0	1	0	1	NS	NS	FALSE	FALSE	SDHAF2	NA
AT3G58690	0	1	0	1	NS	NS	FALSE	FALSE	NA	NA
AT1G35550	0	1	0	1	NS	NS	FALSE	FALSE	NA	NA
AT1G78540	0	1	0	1	NS	NS	FALSE	FALSE	ATSHB	Encodes a protein that contains an SH2 domain. It can pull down a 120-kD tyrosine-phosphorylated protein in vitro. It is predicted to act as a transcription factor.
AT1G78540	0	1	0	1	NS	NS	FALSE	FALSE	SHB	Encodes a protein that contains an SH2 domain. It can pull down a 120-kD tyrosine-phosphorylated protein in vitro. It is predicted to act as a transcription factor.
AT1G78540	0	1	0	1	NS	NS	FALSE	FALSE	STATLB	Encodes a protein that contains an SH2 domain. It can pull down a 120-kD tyrosine-phosphorylated protein in vitro. It is predicted to act as a transcription factor.
AT3G05040	0	1	0	1	NS	NS	FALSE	FALSE	HST	Encodes member of importin/exportin family. Involved in timing of shoot maturation. Involved in miRNA transport. Mutants flower early and have small, curled leaves and reduced abundance of certain miRNA species.
AT3G05040	0	1	0	1	NS	NS	FALSE	FALSE	HST1	Encodes member of importin/exportin family. Involved in timing of shoot maturation. Involved in miRNA transport. Mutants flower early and have small, curled leaves and reduced abundance of certain miRNA species.
AT4G28910	0	1	0	1	NS	NS	FALSE	FALSE	NINJA	NA
AT1G27140	0	1	0	1	NS	NS	FALSE	FALSE	ATGSTU14	Encodes glutathione transferase belonging to the tau class of GSTs. Naming convention according to Wagner et al. (2002).
AT1G27140	0	1	0	1	NS	NS	FALSE	FALSE	GST13	Encodes glutathione transferase belonging to the tau class of GSTs. Naming convention according to Wagner et al. (2002).
AT1G27140	0	1	0	1	NS	NS	FALSE	FALSE	GSTU14	Encodes glutathione transferase belonging to the tau class of GSTs. Naming convention according to Wagner et al. (2002).
AT5G05740	0	1	0	1	NS	NS	FALSE	FALSE	ATEGY2	S2P-like putative metalloprotease, also contain transmembrane helices near their C-termini and many of them, five of seven, contain a conserved zinc-binding motif HEXXH. Homolog of EGY1. Each of the EGY1 and EGY-like proteins share two additional highly conserved motifs, the previously reported NPDG motif (aa 442454 in EGY1, Rudner et al., 1999) and a newly defined GNLR motif (aa 171179 in EGY1). The GNLR motif is a novel signature motif unique to EGY1 and EGY-like proteins as well as other EGY1 orthologs found in cyanobacteria.
AT5G05740	0	1	0	1	NS	NS	FALSE	FALSE	EGY2	S2P-like putative metalloprotease, also contain transmembrane helices near their C-termini and many of them, five of seven, contain a conserved zinc-binding motif HEXXH. Homolog of EGY1. Each of the EGY1 and EGY-like proteins share two additional highly conserved motifs, the previously reported NPDG motif (aa 442454 in EGY1, Rudner et al., 1999) and a newly defined GNLR motif (aa 171179 in EGY1). The GNLR motif is a novel signature motif unique to EGY1 and EGY-like proteins as well as other EGY1 orthologs found in cyanobacteria.
AT2G32710	0	1	0	1	NS	NS	FALSE	FALSE	ACK2	Kip-related protein (KRP) gene, encodes CDK (cyclin-dependent kinase) inhibitor (CKI). A member of seven KRP genes found in Arabidopsis thaliana. Negative regulator of cell division. Expressed in actively dividing cells.
AT2G32710	0	1	0	1	NS	NS	FALSE	FALSE	ICK7	Kip-related protein (KRP) gene, encodes CDK (cyclin-dependent kinase) inhibitor (CKI). A member of seven KRP genes found in Arabidopsis thaliana. Negative regulator of cell division. Expressed in actively dividing cells.
AT2G32710	0	1	0	1	NS	NS	FALSE	FALSE	KRP4	Kip-related protein (KRP) gene, encodes CDK (cyclin-dependent kinase) inhibitor (CKI). A member of seven KRP genes found in Arabidopsis thaliana. Negative regulator of cell division. Expressed in actively dividing cells.
AT4G32850	0	1	0	1	NS	NS	FALSE	FALSE	nPAP	Encodes a nuclear poly(A) polymerase. Located in the nucleus.
AT4G32850	0	1	0	1	NS	NS	FALSE	FALSE	PAP(IV)	Encodes a nuclear poly(A) polymerase. Located in the nucleus.
AT4G32850	0	1	0	1	NS	NS	FALSE	FALSE	PAPS4	Encodes a nuclear poly(A) polymerase. Located in the nucleus.
AT1G32950	0	1	0	1	NS	NS	FALSE	FALSE	NA	NA
AT1G62570	0	1	0	1	NS	NS	FALSE	FALSE	FMO	belongs to the flavin-monooxygenase (FMO) family, encodes a glucosinolate S-oxygenase that catalyzes the conversion of methylthioalkyl glucosinolates to methylsulfinylalkyl glucosinolates
AT3G18070	0	1	0	1	NS	NS	FALSE	FALSE	BGLU43	NA
AT3G09360	0	1	0	1	NS	NS	FALSE	FALSE	BRF2	NA
AT5G23490	0	1	0	1	NS	NS	FALSE	FALSE	NA	NA
AT1G66670	0	1	0	1	NS	NS	FALSE	FALSE	CLPP3	One of several nuclear-encoded ClpPs (caseinolytic protease). Contains a highly conserved catalytic triad of Ser-type proteases (Ser-His-Asp).  The name reflects nomenclature described in Adam et. al (2001).
AT1G66670	0	1	0	1	NS	NS	FALSE	FALSE	NCLPP3	One of several nuclear-encoded ClpPs (caseinolytic protease). Contains a highly conserved catalytic triad of Ser-type proteases (Ser-His-Asp).  The name reflects nomenclature described in Adam et. al (2001).
AT5G47100	0	1	0	1	NS	NS	FALSE	FALSE	ATCBL9	member of AtCBLs (Calcineurin B-like Calcium Sensor Proteins. CBL9 interacts with and targets CIPK23 to the plasma membrane in vivo.
AT5G47100	0	1	0	1	NS	NS	FALSE	FALSE	CBL9	member of AtCBLs (Calcineurin B-like Calcium Sensor Proteins. CBL9 interacts with and targets CIPK23 to the plasma membrane in vivo.
AT3G44300	0	1	0	1	NS	NS	FALSE	FALSE	AtNIT2	Encodes an enzyme that catalyzes the hydrolysis of indole-3-acetonitrile (IAN) to indole-3-acetic acid (IAA) (nitrile aminohydrolase, EC 3.5.5.1) and IAN to indole-3-acetamide (IAM) at lower levels. Mutants have reduced sensitivity to IAN and are sensitive to IAA. This enzyme likely participates in other non-auxin-related metabolic pathways.
AT3G44300	0	1	0	1	NS	NS	FALSE	FALSE	NIT2	Encodes an enzyme that catalyzes the hydrolysis of indole-3-acetonitrile (IAN) to indole-3-acetic acid (IAA) (nitrile aminohydrolase, EC 3.5.5.1) and IAN to indole-3-acetamide (IAM) at lower levels. Mutants have reduced sensitivity to IAN and are sensitive to IAA. This enzyme likely participates in other non-auxin-related metabolic pathways.
AT4G24450	0	1	0	1	NS	NS	FALSE	FALSE	At4g24450	NA
AT4G24450	0	1	0	1	NS	NS	FALSE	FALSE	ATGWD2	NA
AT4G24450	0	1	0	1	NS	NS	FALSE	FALSE	GWD3	NA
AT4G24450	0	1	0	1	NS	NS	FALSE	FALSE	PWD	NA
AT5G08030	0	1	0	1	NS	NS	FALSE	FALSE	AtGDPD6	NA
AT5G08030	0	1	0	1	NS	NS	FALSE	FALSE	GDPD6	NA
AT4G27910	0	1	0	1	NS	NS	FALSE	FALSE	ATX4	NA
AT4G27910	0	1	0	1	NS	NS	FALSE	FALSE	SDG16	NA
AT2G45030	0	1	0	1	NS	NS	FALSE	FALSE	NA	NA
AT1G07930	0	1	0	1	NS	NS	FALSE	FALSE	NA	NA
AT4G33110	0	1	0	1	NS	NS	FALSE	FALSE	LIME1	NA
AT1G32400	0	1	0	1	NS	NS	FALSE	FALSE	TOM2A	TOM2A encodes a 280 amino acid putative four-pass transmembrane protein with a C-terminal farnesylation signal, essential for efficient multiplication of tobacco mosaic viruses.
AT5G54370	0	1	0	1	NS	NS	FALSE	FALSE	NA	NA
AT1G05510	0	1	0	1	NS	NS	FALSE	FALSE	OBAP1a	Protein is tyrosine-phosphorylated and its phosphorylation state is modulated in response to ABA in Arabidopsis thaliana seeds.
AT1G06850	0	1	0	1	NS	NS	FALSE	FALSE	AtbZIP52	NA
AT1G06850	0	1	0	1	NS	NS	FALSE	FALSE	bZIP52	NA
AT3G20100	0	1	0	1	NS	NS	FALSE	FALSE	CYP705A19	member of CYP705A
AT4G15030	0	1	0	1	NS	NS	FALSE	FALSE	NA	NA
AT3G16620	0	1	0	1	NS	NS	FALSE	FALSE	ATTOC120	component of TOC complex, plastid protein import machinery.
AT3G16620	0	1	0	1	NS	NS	FALSE	FALSE	TOC120	component of TOC complex, plastid protein import machinery.
AT3G17790	0	1	0	1	NS	NS	FALSE	FALSE	ATACP5	NA
AT3G17790	0	1	0	1	NS	NS	FALSE	FALSE	ATPAP17	NA
AT3G17790	0	1	0	1	NS	NS	FALSE	FALSE	PAP17	NA
AT1G78860	0	1	0	1	NS	NS	FALSE	FALSE	GAL2	curculin-like (mannose-binding) lectin family protein, low similarity to Ser/Thr protein kinase (Zea mays) GI:2598067; contains Pfam profile PF01453: Lectin (probable mannose binding) but not the protein kinase domain of the Z. mays protein
AT3G28460	0	1	0	1	NS	NS	FALSE	FALSE	RsmD	NA
AT4G36800	0	1	0	1	NS	NS	FALSE	FALSE	RCE1	RUB1 conjugating enzyme that conjugates CUL1 and is involved in auxin response and embryogenesis. RCE1 protein physically interacts with RBX1, which may be the E3 for CUL1.
AT3G02040	0	1	0	1	NS	NS	FALSE	FALSE	AtGDPD1	NA
AT3G02040	0	1	0	1	NS	NS	FALSE	FALSE	GDPD1	NA
AT3G02040	0	1	0	1	NS	NS	FALSE	FALSE	SRG3	NA
AT3G22360	0	1	0	1	NS	NS	FALSE	FALSE	AOX1B	encodes an alternative oxidase whose expression is limited to flowers and floral buds.
AT5G55990	0	1	0	1	NS	NS	FALSE	FALSE	ATCBL2	Encodes a member of the Arabidopsis CBL (Calcineurin B-like Calcium Sensor) protein family.
AT5G55990	0	1	0	1	NS	NS	FALSE	FALSE	CBL2	Encodes a member of the Arabidopsis CBL (Calcineurin B-like Calcium Sensor) protein family.
AT5G55990	0	1	0	1	NS	NS	FALSE	FALSE	SCaBP1	Encodes a member of the Arabidopsis CBL (Calcineurin B-like Calcium Sensor) protein family.
AT2G36740	0	1	0	1	NS	NS	FALSE	FALSE	ATSWC2	NA
AT2G36740	0	1	0	1	NS	NS	FALSE	FALSE	SWC2	NA
AT5G45930	0	1	0	1	NS	NS	FALSE	FALSE	CHL	encodes a second Chl I gene (CHLI2), a subunit of magnesium chelatase which is required for chlorophyll biosynthesis.    Has ATPase activity, regulated by TRX-f. Involved in the assembly of the Mg chelatase complex.
AT5G45930	0	1	0	1	NS	NS	FALSE	FALSE	CHLI-2	encodes a second Chl I gene (CHLI2), a subunit of magnesium chelatase which is required for chlorophyll biosynthesis.    Has ATPase activity, regulated by TRX-f. Involved in the assembly of the Mg chelatase complex.
AT5G45930	0	1	0	1	NS	NS	FALSE	FALSE	CHLI2	encodes a second Chl I gene (CHLI2), a subunit of magnesium chelatase which is required for chlorophyll biosynthesis.    Has ATPase activity, regulated by TRX-f. Involved in the assembly of the Mg chelatase complex.
AT4G31440	0	1	0	1	NS	NS	FALSE	FALSE	ADA1D	NA
AT5G65120	0	1	0	1	NS	NS	FALSE	FALSE	NA	NA
AT1G49270	0	1	0	1	NS	NS	FALSE	FALSE	AtPERK7	NA
AT1G49270	0	1	0	1	NS	NS	FALSE	FALSE	PERK7	NA
AT3G56740	0	1	0	1	NS	NS	FALSE	FALSE	UBAC2A	NA
AT1G49300	0	1	0	1	NS	NS	FALSE	FALSE	ATRAB7	encodes a small GTPase involved in membrane trafficking. Gene expression is induced by hydrogen peroxide and lines. Lines overexpressing the gene are more tolerant to high salt and hyperosmotic conditions.
AT1G49300	0	1	0	1	NS	NS	FALSE	FALSE	ATRABG3E	encodes a small GTPase involved in membrane trafficking. Gene expression is induced by hydrogen peroxide and lines. Lines overexpressing the gene are more tolerant to high salt and hyperosmotic conditions.
AT1G49300	0	1	0	1	NS	NS	FALSE	FALSE	RABG3E	encodes a small GTPase involved in membrane trafficking. Gene expression is induced by hydrogen peroxide and lines. Lines overexpressing the gene are more tolerant to high salt and hyperosmotic conditions.
AT2G32930	0	1	0	1	NS	NS	FALSE	FALSE	AtC3H26	Encodes a zinc finger protein.
AT2G32930	0	1	0	1	NS	NS	FALSE	FALSE	ZFN2	Encodes a zinc finger protein.
AT4G10550	0	1	0	1	NS	NS	FALSE	FALSE	NA	NA
AT4G29940	0	1	0	1	NS	NS	FALSE	FALSE	PRHA	Homeodomain protein (PRHA). Expression of the gene differs in various vegetative and floral plant tissues and is positively influenced by the phytohormone auxin. It is often associated with regions of developing vascular tissue. The prha promoter is highly responsive to the synthetic auxin, naphthalene acetic acid, in transient assays using tobacco protoplasts. The PRHA protein has the capacity to bind to TAATTG core sequence elements but requires additional adjacent bases for high-affinity binding.
AT1G72680	0	1	0	1	NS	NS	FALSE	FALSE	ATCAD1	NA
AT1G72680	0	1	0	1	NS	NS	FALSE	FALSE	CAD1	NA
AT4G31010	0	1	0	1	NS	NS	FALSE	FALSE	mCSF1	NA
AT3G09560	0	1	0	1	NS	NS	FALSE	FALSE	ATPAH1	NA
AT3G09560	0	1	0	1	NS	NS	FALSE	FALSE	PAH1	NA
AT2G14610	0	1	0	1	NS	NS	FALSE	FALSE	AtCAPE9	PR1 gene expression is induced in response to a variety of pathogens. It is a useful molecular marker for the SAR response.  Though the Genbank record for the cDNA associated to this gene is called 'PR-1-like', the sequence  actually corresponds to PR1.  Expression of this gene is salicylic-acid responsive.
