class,intron_length,GC_intron,PPT_density,T_block_length,SRSF3_count,SRSF3_density,SRSF5_count,SRSF5_density,SRSF11_count,SRSF11_density,SRSF1_count,SRSF1_density,SRSF2_count,SRSF2_density,SRSF7_count,SRSF7_density,PCBP2_count,PCBP2_density,PCBP2_long_count,PCBP2_long_density,PCBP3_count,PCBP3_density,HNRNPH1_count,HNRNPH1_density,HNRNPF_count,HNRNPF_density,HNRNPA2B1_count,HNRNPA2B1_density,RBM25_count,RBM25_density,RBM6_count,RBM6_density,RBM39_count,RBM39_density,RBM24_count,RBM24_density,PTBP1_count,PTBP1_density,ESRP1_count,ESRP1_density,SS5_score,SS3_score,BP_count,rel_position,is_first_intron,upstream_exon_GC,upstream_exon_length,codon_optimality,decoy_5ss_count,decoy_3ss_count,decoy_total,SS5_accessibility,SS3_accessibility
1,909,0.6061606160616062,0.8,5,3,3.3003300330033003,5,5.5005500550055,3,3.3003300330033003,3,3.3003300330033003,0,0,0,0,20,22.002200220022,0,0,1,1.1001100110011002,1,1.1001100110011002,1,1.1001100110011002,3,3.3003300330033003,1,1.1001100110011002,0,0,6,6.600660066006601,0,0,1,1.1001100110011002,1,1.1001100110011002,4.666666666666667,5.777777777777778,1,0,1,0.64,50,0.375,7,14,21,0.2222222222222222,0.5652173913043478
1,2344,0.6454778156996587,0.6666666666666666,3,9,3.839590443686007,11,4.69283276450512,4,1.7064846416382253,7,2.9863481228668944,0,0,0,0,88,37.54266211604096,0,0,5,2.1331058020477816,2,0.8532423208191127,0,0,9,3.839590443686007,2,0.8532423208191127,1,0.42662116040955633,26,11.092150170648464,5,2.1331058020477816,19,8.105802047781571,2,0.8532423208191127,2,5.333333333333333,0,0,1,0.7,50,0.375,10,10,20,0.1111111111111111,-0.043478260869565216
1,795,0.6616352201257861,0.4,4,7,8.80503144654088,5,6.289308176100628,2,2.5157232704402515,1,1.2578616352201257,0,0,0,0,30,37.73584905660377,0,0,2,2.5157232704402515,2,2.5157232704402515,0,0,5,6.289308176100628,3,3.773584905660377,3,3.773584905660377,5,6.289308176100628,3,3.773584905660377,3,3.773584905660377,1,1.2578616352201257,1.3333333333333333,3.111111111111111,0,0,1,0.54,50,0.5,7,18,25,0.4444444444444445,0.08695652173913046
1,378,0.6666666666666666,0.5333333333333333,2,0,0,4,10.582010582010582,0,0,1,2.6455026455026456,0,0,0,0,18,47.61904761904762,2,5.291005291005291,3,7.936507936507937,1,2.6455026455026456,0,0,1,2.6455026455026456,0,0,1,2.6455026455026456,2,5.291005291005291,1,2.6455026455026456,3,7.936507936507937,0,0,4,3.5555555555555554,0,0,1,0.62,50,0.375,12,14,26,0.2222222222222222,0.08695652173913046
1,1812,0.5678807947019867,0.4,12,18,9.933774834437086,7,3.8631346578366443,2,1.1037527593818983,2,1.1037527593818983,0,0,0,0,47,25.938189845474614,1,0.5518763796909492,7,3.8631346578366443,0,0,0,0,3,1.6556291390728477,0,0,0,0,11,6.070640176600441,1,0.5518763796909492,8,4.415011037527593,1,0.5518763796909492,1.6666666666666667,4,0,0,1,0.72,50,0.0625,10,21,31,0.3333333333333333,0.4347826086956522
1,880,0.6352272727272728,0.5333333333333333,5,4,4.545454545454546,3,3.409090909090909,4,4.545454545454546,7,7.954545454545454,0,0,0,0,19,21.59090909090909,0,0,1,1.1363636363636365,3,3.409090909090909,0,0,6,6.818181818181818,5,5.681818181818182,0,0,4,4.545454545454546,3,3.409090909090909,1,1.1363636363636365,2,2.272727272727273,9.666666666666666,4.888888888888889,0,0,1,0.72,50,0.1875,10,22,32,0.4444444444444444,0.21739130434782608
1,410,0.6292682926829268,0.4666666666666667,3,0,0,0,0,1,2.4390243902439024,0,0,0,0,0,0,6,14.634146341463415,0,0,1,2.4390243902439024,0,0,0,0,1,2.4390243902439024,1,2.4390243902439024,0,0,2,4.878048780487805,1,2.4390243902439024,0,0,0,0,10,3.111111111111111,0,0,1,0.66,50,0.25,13,11,24,0.2222222222222222,0.3913043478260869
1,1220,0.6155737704918033,0.4666666666666667,5,3,2.459016393442623,2,1.639344262295082,3,2.459016393442623,2,1.639344262295082,0,0,0,0,35,28.688524590163937,1,0.819672131147541,7,5.737704918032787,1,0.819672131147541,0,0,4,3.278688524590164,5,4.098360655737705,0,0,8,6.557377049180328,2,1.639344262295082,4,3.278688524590164,2,1.639344262295082,3,3.111111111111111,0,0,1,0.64,50,0.4375,9,11,20,0.1111111111111111,0.3913043478260869
1,590,0.3983050847457627,0.3333333333333333,6,3,5.084745762711865,0,0,1,1.6949152542372883,1,1.6949152542372883,0,0,0,0,8,13.559322033898306,0,0,0,0,1,1.6949152542372883,1,1.6949152542372883,1,1.6949152542372883,1,1.6949152542372883,0,0,1,1.6949152542372883,1,1.6949152542372883,1,1.6949152542372883,1,1.6949152542372883,2.333333333333333,3.5555555555555554,0,0,1,0.38,50,0.625,8,9,17,0.5555555555555556,0.5652173913043479
1,1525,0.44459016393442624,0.4,7,12,7.868852459016394,2,1.3114754098360657,1,0.6557377049180328,0,0,0,0,0,0,10,6.557377049180328,0,0,1,0.6557377049180328,0,0,0,0,1,0.6557377049180328,1,0.6557377049180328,1,0.6557377049180328,2,1.3114754098360657,0,0,0,0,1,0.6557377049180328,1.6666666666666667,4.444444444444445,0,0,1,0.54,50,0.4375,4,14,18,0.3333333333333333,0.5652173913043478
