Length	GC	MaxEnt5	MaxEnt3	Group
7869	0.422417079679756	8.05	8.81	Constitutive
107	0.3364485981308411	4.86	7.33	Constitutive
1005	0.3661691542288557	5.58	5.77	Constitutive
1275	0.42745098039215684	6.99	10.53	Constitutive
6587	0.3887961135570062	7.47	7.15	Constitutive
257	0.45136186770428016	9.31	6.27	Constitutive
2651	0.3421350433798567	8.35	5.03	Constitutive
750	0.4693333333333333	3.14	10.23	Constitutive
397	0.31738035264483627	7.09	4.03	Constitutive
1473	0.44738628649015616	4.84	8.62	Constitutive
6485	0.34973014649190437	7.35	8.6	Constitutive
3410	0.4287390029325513	8.38	10.61	Constitutive
