cluster	type	pvalue	present_median	present_average	present_consistency	absent_median	absent_average	absent_consistency	pbc
I14_OG006826	present_enriched	0.00062	1.0	0.5454545454545454	0.5454545454545454	0.0	0.125	0.125	0.4524
I14_OG006827	not significant	0.52504	0	0.13636363636363635	0.18181818181818177	0.0	0.0625	0.0625	0.1327
I14_OG006828	not significant	0.15519	0.5	0.5	0.5454545454545454	0.0	0.25	0.25	0.2626
I14_OG006829	present_enriched	0.00182	0.5	0.5	0.5454545454545454	0.0	0.0625	0.0625	0.516
I14_OG006831	not significant	0.3852	1	1.0	1.0	1.0	0.8125	0.8125	0.2932
I14_OG006832	not significant	0.98921	0	0.18181818181818182	0.18181818181818177	0.0	0.1875	0.1875	-0.0072
I14_OG006840	not significant	0.52411	0	0.13636363636363635	0.18181818181818177	0.0	0.0625	0.0625	0.1327
I14_OG006863	not significant	0.3167	0	0.4090909090909091	0.4545454545454546	0.0	0.1875	0.1875	0.2489
I14_OG006869	not significant	0.91146	0	0.22727272727272727	0.2727272727272727	0.0	0.25	0.25	-0.0268
I14_OG006874	not significant	0.76013	1	0.6363636363636364	0.7272727272727273	1.0	0.5625	0.5625	0.0769
I14_OG006876	not significant	0.28056	0.5	0.5	0.5454545454545454	0.0	0.1875	0.1875	0.3379
I14_OG006879	not significant	0.8491	1	0.5454545454545454	0.5454545454545454	0.5	0.5	0.5	0.0447
I14_OG006884	not significant	0.97972	0	0.18181818181818182	0.2727272727272727	0.0	0.1875	0.1875	-0.0077
I14_OG006885	not significant	0.60117	0	0.2727272727272727	0.2727272727272727	0.0	0.1875	0.1875	0.1007
I14_OG006886	not significant	0.68554	0	0.18181818181818182	0.18181818181818177	0.0	0.125	0.125	0.0786
I14_OG006888	not significant	0.9539	0.0	0.4090909090909091	0.4545454545454546	0.0	0.4375	0.4375	-0.0288
I14_OG006889	not significant	0.23668	0	0.0	0.0	0.0	0.125	0.125	-0.2345
I14_OG006893	not significant	0.79731	0	0.09090909090909091	0.09090909090909094	0.0	0.125	0.125	-0.0533
I14_OG006894	not significant	0.40916	0	0.3181818181818182	0.36363636363636365	0.0	0.1875	0.1875	0.1541
I14_OG006896	not significant	0.56067	1	0.7727272727272727	0.8181818181818181	1.0	0.5625	0.5625	0.2208
I14_OG006899	not significant	0.20774	0	0.3181818181818182	0.36363636363636365	0.0	0.125	0.125	0.2427
I14_OG006911	not significant	0.36521	0	0.2727272727272727	0.36363636363636365	0.0	0.4375	0.4375	-0.1747
I14_OG006912	not significant	0.18504	1.0	0.8181818181818182	0.8181818181818181	0.25	0.46875	0.5	0.3593
I14_OG006913	not significant	0.39622	0	0.18181818181818182	0.2727272727272727	0.0	0.3125	0.375	-0.1631
I14_OG006914	not significant	0.53176	0	0.3181818181818182	0.36363636363636365	0.0	0.4375	0.4375	-0.1227
I14_OG006917	not significant	0.83341	0	0.3181818181818182	0.36363636363636365	0.0	0.28125	0.3125	0.0416
I14_OG006918	not significant	0.75229	0	0.3181818181818182	0.36363636363636365	0.0	0.375	0.375	-0.0597
I14_OG006919	not significant	0.93484	0	0.36363636363636365	0.36363636363636365	0.0	0.375	0.375	-0.0116
I14_OG006921	not significant	0.89773	0.0	0.4090909090909091	0.4545454545454546	0.0	0.375	0.375	0.035
I14_OG006927	not significant	0.59253	0.5	0.45454545454545453	0.5454545454545454	0.0	0.3125	0.3125	0.1506
I14_OG006939	not significant	0.04563	0	0.45454545454545453	0.4545454545454546	0.0	0.125	0.125	0.3695
I14_OG006943	not significant	0.82633	0	0.2727272727272727	0.36363636363636365	0.0	0.375	0.375	-0.1113
I14_OG006945	not significant	0.21432	1	0.5909090909090909	0.6363636363636364	0.0	0.3125	0.3125	0.282
I14_OG006963	not significant	0.65756	0.0	0.4090909090909091	0.4545454545454546	0.0	0.3125	0.3125	0.1015
I14_OG006966	not significant	0.64141	0	0.22727272727272727	0.2727272727272727	0.0	0.3125	0.3125	-0.0957
I14_OG006983	not significant	0.53482	0	0.36363636363636365	0.4545454545454546	0.0	0.25	0.25	0.1281
I14_OG006997	not significant	0.19688	0	0.4090909090909091	0.4545454545454546	0.0	0.1875	0.1875	0.2489
I14_OG007008	not significant	0.80021	0	0.09090909090909091	0.09090909090909094	0.0	0.125	0.125	-0.0533
I14_OG007013	not significant	0.357	0	0.18181818181818182	0.18181818181818177	0.0	0.0625	0.0625	0.1866
I14_OG007015	not significant	0.16594	1	1.0	1.0	1.0	0.75	0.75	0.3458
I14_OG007019	not significant	0.78554	0.5	0.5	0.5454545454545454	0.0	0.375	0.375	0.1266
I14_OG007021	not significant	0.35149	1	0.6818181818181818	0.7272727272727273	0.0	0.4375	0.4375	0.2454
I14_OG007024	not significant	0.97914	0	0.18181818181818182	0.18181818181818177	0.0	0.1875	0.1875	-0.0072
I14_OG007030	not significant	0.68081	0	0.3181818181818182	0.36363636363636365	0.0	0.1875	0.1875	0.1541
I14_OG007031	not significant	0.26684	0.0	0.4090909090909091	0.4545454545454546	0.0	0.21875	0.25	0.2146
I14_OG007035	not significant	0.90672	0.5	0.5	0.5454545454545454	1.0	0.5625	0.5625	-0.0628
I14_OG007038	not significant	0.53693	0	0.18181818181818182	0.2727272727272727	0.0	0.28125	0.3125	-0.1241
I14_OG007043	not significant	0.79926	0	0.09090909090909091	0.09090909090909094	0.0	0.125	0.125	-0.0533
I14_OG007044	not significant	0.95601	0	0.18181818181818182	0.2727272727272727	0.0	0.1875	0.25	-0.0083
I14_OG007046	not significant	0.84454	0.0	0.4090909090909091	0.4545454545454546	0.0	0.375	0.375	0.035
I14_OG007052	not significant	0.4749	1.0	0.6818181818181818	0.7272727272727273	0.0	0.4375	0.4375	0.2454
I14_OG007054	not significant	0.22754	0	0.2727272727272727	0.2727272727272727	0.0	0.0625	0.0625	0.2908
I14_OG007060	not significant	0.17728	1	0.9090909090909091	0.9090909090909091	1.0	0.75	0.75	0.2012
I14_OG007061	not significant	0.16941	0	0.2727272727272727	0.2727272727272727	0.0	0.0625	0.0625	0.2908
I14_OG007075	not significant	0.79836	0	0.22727272727272727	0.2727272727272727	0.0	0.1875	0.1875	0.05
I14_OG007081	not significant	0.7327	0.0	0.36363636363636365	0.4545454545454546	0.0	0.25	0.25	0.1281
I14_OG007095	not significant	0.89479	0.0	0.45454545454545453	0.4545454545454546	0.0	0.375	0.375	0.0795
I14_OG007098	not significant	0.98005	0	0.3181818181818182	0.36363636363636365	0.0	0.3125	0.375	0.0064
I14_OG007118	not significant	0.6171	1.0	0.6363636363636364	0.6363636363636364	0.0	0.4375	0.4375	0.1956
I14_OG007119	not significant	0.82299	0	0.09090909090909091	0.09090909090909094	0.0	0.125	0.125	-0.0533
I14_OG007121	not significant	0.19096	0	0.4090909090909091	0.4545454545454546	0.0	0.1875	0.1875	0.2489
I14_OG007126	not significant	0.44619	1.0	0.5454545454545454	0.5454545454545454	0.0	0.375	0.375	0.1685
I14_OG007128	not significant	0.85956	0.0	0.45454545454545453	0.4545454545454546	0.5	0.5	0.5	-0.0447
I14_OG007130	not significant	0.27923	1	1.0	1.0	1.0	0.75	0.75	0.3458
I14_OG007134	not significant	0.08091	1	0.5454545454545454	0.5454545454545454	0.0	0.1875	0.1875	0.3731
I14_OG007136	not significant	0.85019	1.0	0.9090909090909091	0.9090909090909091	1.0	0.84375	0.875	0.0998
I14_OG007137	not significant	0.41574	0	0.3181818181818182	0.36363636363636365	0.0	0.1875	0.1875	0.1541
I14_OG007138	not significant	0.35945	0	0.18181818181818182	0.18181818181818177	0.0	0.0625	0.0625	0.1866
I14_OG007139	not significant	0.43777	1.0	0.6363636363636364	0.6363636363636364	0.0	0.375	0.375	0.257
I14_OG007146	not significant	0.11962	0	0.22727272727272727	0.2727272727272727	0.0	0.0	0.0	0.4084
I14_OG007152	not significant	0.21428	1.0	0.7272727272727273	0.7272727272727273	0.0	0.375	0.375	0.3464
I14_OG007154	not significant	0.8668	0.0	0.4090909090909091	0.4545454545454546	0.5	0.5	0.5	-0.0913
I14_OG007162	not significant	0.63426	0	0.22727272727272727	0.2727272727272727	0.0	0.3125	0.3125	-0.0957
I14_OG007163	not significant	0.58883	0.0	0.4090909090909091	0.4545454545454546	0.0	0.3125	0.3125	0.1015
I14_OG007165	not significant	0.7613	0.5	0.5	0.5454545454545454	0.0	0.4375	0.4375	0.0628
I14_OG007188	not significant	0.41554	0	0.3181818181818182	0.36363636363636365	0.0	0.1875	0.1875	0.1541
I14_OG007191	not significant	0.27059	1	0.9545454545454546	1.0	1.0	0.6875	0.6875	0.3355
I14_OG007194	not significant	0.04463	0.0	0.4090909090909091	0.4545454545454546	0.0	0.0625	0.0625	0.4354
I14_OG007197	not significant	0.44573	1	0.7727272727272727	0.8181818181818181	0.5	0.5	0.5	0.2804
I14_OG007201	not significant	0.82037	0	0.36363636363636365	0.36363636363636365	0.0	0.3125	0.3125	0.0533
I14_OG007202	not significant	0.86236	0	0.2727272727272727	0.2727272727272727	0.0	0.375	0.375	-0.1066
I14_OG007203	not significant	0.57327	0	0.36363636363636365	0.36363636363636365	0.0	0.25	0.25	0.1223
I14_OG007204	not significant	0.98479	0	0.18181818181818182	0.18181818181818177	0.0	0.1875	0.1875	-0.0072
I14_OG007247	not significant	0.9366	1.0	0.5909090909090909	0.6363636363636364	1.0	0.5625	0.5625	0.0288
I14_OG007257	not significant	0.12056	1	0.5909090909090909	0.6363636363636364	0.0	0.25	0.25	0.3505
I14_OG007260	not significant	0.49699	0	0.22727272727272727	0.2727272727272727	0.0	0.125	0.125	0.1396
I14_OG007262	not significant	0.72532	0.0	0.45454545454545453	0.4545454545454546	0.0	0.375	0.375	0.0795
I14_OG007264	not significant	0.74629	0.5	0.5	0.5454545454545454	0.0	0.375	0.375	0.1266
I14_OG007270	not significant	0.36219	0	0.18181818181818182	0.18181818181818177	0.0	0.0625	0.0625	0.1866
I14_OG007271	not significant	0.46399	0	0.22727272727272727	0.2727272727272727	0.0	0.0625	0.0625	0.2516
I14_OG007272	not significant	0.69242	1	0.7272727272727273	0.7272727272727273	1.0	0.5625	0.5625	0.1677
I14_OG007273	not significant	0.12223	1.0	0.6818181818181818	0.7272727272727273	0.0	0.375	0.375	0.3073
I14_OG007276	not significant	0.32471	1.0	0.8181818181818182	0.8181818181818181	0.5	0.5	0.5	0.3237
I14_OG007279	not significant	0.77674	0	0.36363636363636365	0.36363636363636365	0.0	0.25	0.25	0.1223
I14_OG007281	not significant	0.50904	0	0.09090909090909091	0.09090909090909094	0.0	0.1875	0.1875	-0.1336
I14_OG007287	not significant	0.0372	1.0	0.7272727272727273	0.7272727272727273	0.0	0.3125	0.3125	0.4079
I14_OG007292	not significant	0.68737	0.5	0.45454545454545453	0.5454545454545454	0.75	0.53125	0.5625	-0.08
I14_OG007297	not significant	0.84842	0.0	0.4090909090909091	0.4545454545454546	0.0	0.375	0.375	0.035
I14_OG007301	not significant	0.53911	0	0.13636363636363635	0.18181818181818177	0.0	0.0625	0.0625	0.1327
I14_OG007305	not significant	0.80872	0	0.09090909090909091	0.09090909090909094	0.0	0.0625	0.0625	0.0533
I14_OG007314	not significant	0.13117	0	0.36363636363636365	0.36363636363636365	0.0	0.125	0.125	0.282
I14_OG007316	not significant	0.86975	0	0.09090909090909091	0.09090909090909094	0.0	0.0625	0.0625	0.0533
I14_OG007318	not significant	0.84084	1.0	0.7727272727272727	0.8181818181818181	1.0	0.6875	0.6875	0.0957
I14_OG007320	not significant	0.22464	0	0.09090909090909091	0.09090909090909094	0.0	0.0	0.0	0.2365
I14_OG007324	not significant	0.21043	0	0.3181818181818182	0.36363636363636365	0.0	0.125	0.125	0.2427
I14_OG007333	not significant	0.13185	1	0.7272727272727273	0.7272727272727273	0.0	0.3125	0.3125	0.4079
I14_OG007339	not significant	0.63231	0	0.22727272727272727	0.2727272727272727	0.0	0.3125	0.3125	-0.0957
I14_OG007341	not significant	0.95556	0.0	0.36363636363636365	0.4545454545454546	0.0	0.375	0.375	-0.0121
I14_OG007358	not significant	0.07937	0	0.2727272727272727	0.2727272727272727	0.0	0.0	0.0	0.4264
I14_OG007363	not significant	0.2919	1.0	0.5454545454545454	0.5454545454545454	0.0	0.25	0.25	0.3006
I14_OG007370	not significant	0.05995	0	0.18181818181818182	0.18181818181818177	0.0	0.0	0.0	0.3411
I14_OG007384	not significant	0.15073	0	0.2727272727272727	0.2727272727272727	0.0	0.0625	0.0625	0.2908
I14_OG007386	not significant	0.03981	0.0	0.45454545454545453	0.4545454545454546	0.0	0.125	0.125	0.3695
I14_OG007390	not significant	0.30083	0	0.3181818181818182	0.36363636363636365	0.0	0.15625	0.1875	0.2025
I14_OG007391	not significant	0.57516	0	0.22727272727272727	0.2727272727272727	0.0	0.375	0.375	-0.1598
I14_OG007392	not significant	0.34825	1	0.7272727272727273	0.7272727272727273	0.0	0.4375	0.4375	0.2865
I14_OG007393	not significant	0.07841	1	0.6818181818181818	0.7272727272727273	0.0	0.3125	0.3125	0.3709
I14_OG007394	not significant	0.44507	0.0	0.45454545454545453	0.4545454545454546	0.0	0.25	0.25	0.2132
I14_OG007396	not significant	0.66365	0	0.2727272727272727	0.2727272727272727	0.0	0.1875	0.1875	0.1007
I14_OG007406	present_enriched	0.00356	0.5	0.5	0.5454545454545454	0.0	0.09375	0.125	0.4792
I14_OG007414	not significant	0.49745	0	0.13636363636363635	0.18181818181818177	0.0	0.0625	0.0625	0.1327
I14_OG007422	not significant	0.54703	0	0.22727272727272727	0.2727272727272727	0.0	0.34375	0.375	-0.1313
I14_OG007423	not significant	0.90779	0	0.22727272727272727	0.2727272727272727	0.0	0.25	0.25	-0.0268
I14_OG007427	not significant	0.60511	0	0.2727272727272727	0.2727272727272727	0.0	0.1875	0.1875	0.1007
I14_OG007441	not significant	0.44194	0	0.36363636363636365	0.36363636363636365	0.0	0.125	0.125	0.282
I14_OG007448	not significant	0.05853	0	0.18181818181818182	0.18181818181818177	0.0	0.0	0.0	0.3411
I14_OG007455	not significant	0.07969	1	0.7272727272727273	0.7272727272727273	0.0	0.25	0.25	0.4719
I14_OG007467	not significant	0.12724	0.0	0.45454545454545453	0.4545454545454546	0.0	0.1875	0.1875	0.2874
I14_OG007473	not significant	0.751	1.0	0.6363636363636364	0.6363636363636364	0.5	0.5	0.5	0.1348
I14_OG007474	not significant	0.10662	0	0.3181818181818182	0.36363636363636365	0.0	0.09375	0.125	0.3031
I14_OG007496	not significant	0.98851	0	0.18181818181818182	0.18181818181818177	0.0	0.1875	0.1875	-0.0072
I14_OG007523	not significant	0.11994	0	0.3181818181818182	0.36363636363636365	0.0	0.0625	0.0625	0.3489
I14_OG007529	not significant	0.20842	1	0.5909090909090909	0.6363636363636364	0.0	0.25	0.25	0.3505
I14_OG007530	not significant	0.28953	1	0.5454545454545454	0.5454545454545454	0.0	0.3125	0.3125	0.233
I14_OG007535	not significant	0.88887	0.0	0.4090909090909091	0.4545454545454546	0.0	0.4375	0.4375	-0.0288
I14_OG007539	not significant	0.81476	0	0.09090909090909091	0.09090909090909094	0.0	0.0625	0.0625	0.0533
I14_OG007540	not significant	0.34608	0	0.18181818181818182	0.18181818181818177	0.0	0.0625	0.0625	0.1866
I14_OG007541	not significant	0.18721	1.0	0.9090909090909091	0.9090909090909091	1.0	0.5625	0.5625	0.373
I14_OG007543	not significant	0.81351	0	0.09090909090909091	0.09090909090909094	0.0	0.125	0.125	-0.0533
I14_OG007544	not significant	0.50115	0	0.22727272727272727	0.2727272727272727	0.0	0.125	0.125	0.1396
I14_OG007552	not significant	0.91602	0	0.22727272727272727	0.2727272727272727	0.0	0.25	0.25	-0.0268
I14_OG007553	not significant	0.84427	0	0.18181818181818182	0.18181818181818177	0.0	0.25	0.25	-0.0806
I14_OG007556	not significant	0.91666	1.0	0.5454545454545454	0.5454545454545454	0.5	0.5	0.5	0.0447
I14_OG007559	not significant	0.23414	1	0.5454545454545454	0.5454545454545454	0.0	0.25	0.25	0.3006
I14_OG007566	not significant	0.64624	0	0.22727272727272727	0.2727272727272727	0.0	0.3125	0.3125	-0.0957
I14_OG007578	not significant	0.99525	0	0.18181818181818182	0.18181818181818177	0.0	0.1875	0.1875	-0.0072
I14_OG007581	not significant	0.12534	0	0.2727272727272727	0.2727272727272727	0.0	0.0625	0.0625	0.2908
I14_OG007582	not significant	0.01178	0	0.2727272727272727	0.2727272727272727	0.0	0.0	0.0	0.4264
I14_OG007588	not significant	0.29892	0	0.3181818181818182	0.36363636363636365	0.0	0.09375	0.125	0.3031
I14_OG007595	not significant	0.08887	1	0.6363636363636364	0.7272727272727273	0.0	0.21875	0.25	0.4479
I14_OG007601	not significant	0.34467	0.5	0.5	0.5454545454545454	0.0	0.3125	0.3125	0.1928
I14_OG007614	not significant	0.97924	0.0	0.45454545454545453	0.4545454545454546	0.0	0.4375	0.4375	0.0169
I14_OG007616	not significant	0.03306	1	0.5454545454545454	0.5454545454545454	0.0	0.15625	0.1875	0.4209
I14_OG007619	not significant	0.0593	0	0.18181818181818182	0.18181818181818177	0.0	0.0	0.0	0.3411
I14_OG007620	not significant	0.05635	0	0.18181818181818182	0.18181818181818177	0.0	0.0	0.0	0.3411
I14_OG007676	not significant	0.39799	0	0.18181818181818182	0.18181818181818177	0.0	0.0625	0.0625	0.1866
I14_OG007687	not significant	0.90801	0	0.22727272727272727	0.2727272727272727	0.0	0.25	0.25	-0.0268
I14_OG007690	not significant	0.55729	0	0.3181818181818182	0.36363636363636365	0.0	0.21875	0.25	0.1173
I14_OG007695	not significant	0.98519	0	0.3181818181818182	0.36363636363636365	0.0	0.3125	0.3125	0.0061
I14_OG007696	not significant	0.85345	0	0.2727272727272727	0.2727272727272727	0.0	0.3125	0.3125	-0.0428
I14_OG007699	not significant	0.90858	0	0.2727272727272727	0.2727272727272727	0.0	0.25	0.25	0.0255
I14_OG007703	not significant	0.84327	0	0.09090909090909091	0.09090909090909094	0.0	0.125	0.125	-0.0533
I14_OG007706	not significant	0.04579	1	0.5909090909090909	0.6363636363636364	0.0	0.1875	0.1875	0.4238
I14_OG007708	not significant	0.59715	0.0	0.4090909090909091	0.4545454545454546	0.0	0.3125	0.3125	0.1015
I14_OG007715	not significant	0.19991	0	0.22727272727272727	0.2727272727272727	0.0	0.0625	0.0625	0.2516
I14_OG007717	not significant	0.75144	0.0	0.4090909090909091	0.4545454545454546	0.0	0.25	0.25	0.172
I14_OG007724	not significant	0.04177	0.0	0.45454545454545453	0.4545454545454546	0.0	0.125	0.125	0.3695
I14_OG007728	not significant	0.42236	0	0.3181818181818182	0.36363636363636365	0.0	0.125	0.125	0.2427
I14_OG007729	not significant	0.08011	1	0.7727272727272727	0.8181818181818181	0.0	0.375	0.375	0.3994
I14_OG007731	not significant	0.76642	0	0.3181818181818182	0.36363636363636365	0.0	0.25	0.25	0.0766
I14_OG007734	not significant	0.49974	0	0.22727272727272727	0.2727272727272727	0.0	0.125	0.125	0.1396
I14_OG007741	not significant	0.90544	0.0	0.4090909090909091	0.4545454545454546	0.0	0.4375	0.4375	-0.0288
I14_OG007745	not significant	0.27275	0	0.22727272727272727	0.2727272727272727	0.0	0.4375	0.4375	-0.2208
I14_OG007749	not significant	0.27655	0.0	0.45454545454545453	0.4545454545454546	0.0	0.25	0.25	0.2132
I14_OG007751	not significant	0.13006	0	0.13636363636363635	0.18181818181818177	0.0	0.375	0.4375	-0.282
I14_OG007754	not significant	0.88287	0.0	0.4090909090909091	0.4545454545454546	0.0	0.4375	0.4375	-0.0288
I14_OG007755	not significant	0.87345	0.0	0.4090909090909091	0.4545454545454546	0.0	0.375	0.375	0.035
I14_OG007763	not significant	0.12742	0.0	0.45454545454545453	0.4545454545454546	0.0	0.1875	0.1875	0.2874
I14_OG007766	not significant	0.39927	0	0.36363636363636365	0.36363636363636365	0.0	0.1875	0.1875	0.1975
I14_OG007776	not significant	0.80368	0	0.09090909090909091	0.09090909090909094	0.0	0.125	0.125	-0.0533
I14_OG007781	not significant	0.12083	0.0	0.4090909090909091	0.4545454545454546	0.0	0.0625	0.0625	0.4354
I14_OG007787	not significant	0.76644	1.0	0.6363636363636364	0.6363636363636364	0.5	0.5	0.5	0.1348
I14_OG007788	not significant	0.58995	1.0	0.6363636363636364	0.6363636363636364	0.0	0.4375	0.4375	0.1956
I14_OG007792	present_enriched	0.00945	1.0	0.5454545454545454	0.5454545454545454	0.0	0.0625	0.0625	0.5415
I14_OG007794	not significant	0.25351	1	0.5909090909090909	0.6363636363636364	0.0	0.34375	0.375	0.2541
I14_OG007796	not significant	0.26154	0	0.45454545454545453	0.4545454545454546	0.0	0.25	0.25	0.2132
I14_OG007797	not significant	0.35666	0	0.2727272727272727	0.2727272727272727	0.0	0.125	0.125	0.1869
I14_OG007802	not significant	0.5061	1.0	0.6818181818181818	0.7272727272727273	0.0	0.4375	0.4375	0.2454
I14_OG007805	not significant	0.50558	0	0.22727272727272727	0.2727272727272727	0.0	0.125	0.125	0.1396
I14_OG007817	not significant	0.58637	0	0.2727272727272727	0.2727272727272727	0.0	0.375	0.375	-0.1066
I14_OG007824	not significant	0.82654	0	0.22727272727272727	0.2727272727272727	0.0	0.1875	0.1875	0.05
I14_OG007827	not significant	0.74444	0	0.2727272727272727	0.2727272727272727	0.0	0.21875	0.25	0.0637
I14_OG007852	not significant	0.41033	1	0.8636363636363636	0.9090909090909091	1.0	0.625	0.625	0.268
I14_OG007860	not significant	0.50724	0.5	0.5	0.5454545454545454	0.0	0.375	0.375	0.1266
I14_OG007870	not significant	0.6772	0	0.18181818181818182	0.18181818181818177	0.0	0.25	0.25	-0.0806
I14_OG007873	not significant	0.98359	1	0.6363636363636364	0.7272727272727273	1.0	0.625	0.625	0.0121
I14_OG007881	not significant	0.19807	0	0.3181818181818182	0.36363636363636365	1.0	0.5625	0.5625	-0.2454
I14_OG007887	not significant	0.1769	1.0	0.6363636363636364	0.6363636363636364	0.0	0.3125	0.3125	0.3202
I14_OG007911	not significant	0.9665	0	0.3181818181818182	0.36363636363636365	0.0	0.3125	0.3125	0.0061
I14_OG007912	not significant	0.83504	0	0.2727272727272727	0.2727272727272727	0.0	0.3125	0.3125	-0.0428
I14_OG007915	not significant	1.0	0.5	0.5	0.5454545454545454	0.5	0.5	0.5	-0.0
I14_OG007917	not significant	0.96565	0	0.3181818181818182	0.36363636363636365	0.0	0.3125	0.3125	0.0061
I14_OG007922	not significant	0.23581	0	0.09090909090909091	0.09090909090909094	0.0	0.0	0.0	0.2365
I14_OG007923	not significant	0.60582	0	0.3181818181818182	0.36363636363636365	0.0	0.1875	0.1875	0.1541
I14_OG007932	not significant	0.91175	0	0.2727272727272727	0.2727272727272727	0.0	0.25	0.25	0.0255
I14_OG007938	not significant	0.05543	0.0	0.4090909090909091	0.4545454545454546	0.0	0.0625	0.0625	0.4354
I14_OG007942	not significant	0.79548	0	0.22727272727272727	0.2727272727272727	0.0	0.1875	0.1875	0.05
I14_OG007946	present_enriched	0.00441	0.5	0.5	0.5454545454545454	0.0	0.0625	0.0625	0.516
I14_OG007954	not significant	0.26451	0.0	0.45454545454545453	0.4545454545454546	0.0	0.25	0.25	0.2132
I14_OG007955	not significant	0.33271	0	0.36363636363636365	0.36363636363636365	0.0	0.1875	0.1875	0.1975
I14_OG007958	not significant	0.65503	0.0	0.36363636363636365	0.4545454545454546	0.0	0.28125	0.3125	0.0934
I14_OG007967	not significant	0.29007	0.0	0.45454545454545453	0.4545454545454546	0.0	0.1875	0.1875	0.2874
I14_OG007969	not significant	0.93824	0	0.13636363636363635	0.18181818181818177	0.0	0.125	0.125	0.0174
I14_OG008001	not significant	0.55907	1.0	0.7272727272727273	0.7272727272727273	0.5	0.5	0.5	0.2273
I14_OG008002	not significant	0.97065	1	0.6818181818181818	0.7272727272727273	1.0	0.65625	0.6875	0.0278
I14_OG008019	not significant	0.43058	0	0.0	0.0	0.0	0.0625	0.0625	-0.1626
I14_OG008023	not significant	0.7653	1.0	0.6818181818181818	0.7272727272727273	1.0	0.5625	0.5625	0.1227
I14_OG008025	not significant	0.56692	1	0.6818181818181818	0.7272727272727273	0.5	0.5	0.5	0.1842
I14_OG008031	not significant	0.28891	1	0.6363636363636364	0.6363636363636364	0.0	0.375	0.375	0.257
I14_OG008037	not significant	0.56568	0	0.2727272727272727	0.36363636363636365	0.0	0.375	0.375	-0.1113
I14_OG008044	not significant	0.57492	0	0.2727272727272727	0.36363636363636365	0.0	0.375	0.375	-0.1113
I14_OG008047	not significant	0.47327	0	0.13636363636363635	0.18181818181818177	0.0	0.25	0.25	-0.1428
I14_OG008050	not significant	0.37344	0.0	0.4090909090909091	0.4545454545454546	0.0	0.25	0.25	0.172
I14_OG008053	not significant	0.86171	0.0	0.45454545454545453	0.4545454545454546	1.0	0.5625	0.5625	-0.1062
I14_OG008056	not significant	0.87564	0.5	0.5	0.5454545454545454	0.0	0.4375	0.4375	0.0628
I14_OG008058	not significant	0.84939	0.0	0.4090909090909091	0.4545454545454546	0.0	0.375	0.375	0.035
I14_OG008061	not significant	0.74015	0	0.22727272727272727	0.2727272727272727	0.0	0.28125	0.3125	-0.0637
I14_OG008063	not significant	0.73881	0	0.13636363636363635	0.18181818181818177	0.0	0.1875	0.1875	-0.0698
I14_OG008075	not significant	0.65963	1.0	0.7272727272727273	0.7272727272727273	1.0	0.5625	0.5625	0.1677
I14_OG008082	not significant	0.84078	0	0.3181818181818182	0.36363636363636365	0.0	0.28125	0.3125	0.0416
I14_OG008113	not significant	0.74627	0	0.2727272727272727	0.36363636363636365	0.0	0.1875	0.1875	0.1066
I14_OG008123	not significant	0.68849	0	0.2727272727272727	0.2727272727272727	0.0	0.34375	0.375	-0.0768
I14_OG008128	not significant	0.29041	0	0.09090909090909091	0.09090909090909094	0.0	0.25	0.25	-0.2012
I14_OG008156	not significant	0.82049	0	0.18181818181818182	0.18181818181818177	0.0	0.21875	0.25	-0.0464
I14_OG008167	not significant	0.33846	1	0.5454545454545454	0.5454545454545454	0.0	0.3125	0.3125	0.233
I14_OG008168	not significant	0.56726	0	0.13636363636363635	0.18181818181818177	0.0	0.0625	0.0625	0.1327
I14_OG008169	not significant	0.40349	0	0.0	0.0	0.0	0.0625	0.0625	-0.1626
I14_OG008173	not significant	0.37982	0	0.18181818181818182	0.18181818181818177	0.0	0.0625	0.0625	0.1866
I14_OG008174	not significant	0.98408	0	0.18181818181818182	0.18181818181818177	0.0	0.1875	0.1875	-0.0072
I14_OG008176	not significant	0.5695	0	0.13636363636363635	0.18181818181818177	0.0	0.0625	0.0625	0.1327
I14_OG008183	not significant	0.5867	1	0.5909090909090909	0.6363636363636364	0.0	0.4375	0.4375	0.1536
I14_OG008187	not significant	0.98871	0	0.18181818181818182	0.18181818181818177	0.0	0.1875	0.1875	-0.0072
I14_OG008204	not significant	0.69218	0	0.3181818181818182	0.36363636363636365	0.0	0.25	0.25	0.0766
I14_OG008206	not significant	0.63599	0	0.22727272727272727	0.2727272727272727	0.0	0.3125	0.3125	-0.0957
I14_OG008209	present_enriched	0.00213	1	0.5909090909090909	0.6363636363636364	0.0	0.0625	0.0625	0.5935
I14_OG008215	not significant	0.61703	1	0.7272727272727273	0.8181818181818181	1.0	0.5625	0.5625	0.1747
I14_OG008217	not significant	0.76297	0.0	0.36363636363636365	0.4545454545454546	0.0	0.3125	0.3125	0.0557
I14_OG008220	not significant	0.15874	0	0.09090909090909091	0.09090909090909094	0.0	0.3125	0.375	-0.2772
I14_OG008231	not significant	0.34589	0	0.18181818181818182	0.18181818181818177	0.0	0.0625	0.0625	0.1866
I14_OG008248	not significant	0.17041	0	0.2727272727272727	0.36363636363636365	0.0	0.0625	0.0625	0.3148
I14_OG008260	not significant	0.96579	0	0.18181818181818182	0.18181818181818177	0.0	0.1875	0.1875	-0.0072
